candidate,state,district,office,year,party,website_url,has_url,captured
Ryan Patrick Krause,TX,15,house,2020,R,https://www.ryankrauseforcongress.com,True,True
Ryan Patrick Krause,TX,21,house,2022,R,https://www.ryankrauseforcongress.com,True,True
Ryan Ryder,SD,00,house,2022,D,https://www.ryderhouse.org,True,False
Ryan Sage Lam,CA,47,house,2024,R,https://www.sagelam.com,True,True
Ryan Scott Searcy,WA,00,senate,2024,R,https://risewithryan.com,True,False
Ryan Seth Mr. Pfenninger,IN,05,house,2024,D,https://www.ryanforindiana.com,True,True
Ryan Trundle,LA,04,house,2018,D,https://www.ryantrundle.com,True,True
Ryan Trundle,LA,04,house,2020,D,https://www.ryantrundle.com,True,True
Ryan Trundle,LA,04,house,2022,D,https://www.ryantrundle.com,True,True
Ryan Zink,TX,19,house,2024,R,https://ryanzink.vote,True,False
Rylan Zachary Finzer,OH,06,house,2024,D,https://finzerforcongress.com,True,True
S Charles Tamboia,ME,00,senate,2006,R,https://www.scharlestamboia.com,True,True
S Joseph Simitian,CA,15,house,2018,D,https://www.joesimitian.com,True,True
S Joseph Simitian,CA,15,house,2020,D,https://www.joesimitian.com,True,True
S Joseph Simitian,CA,16,house,2024,D,https://www.joesimitian.com,True,True
S Ron Wallace,IL,09,house,2018,R,https://vote4wallace.com,True,False
S. Brett Hon. Guthrie,KY,02,house,2018,R,https://www.brettguthrie.com,True,True
S. Brett Hon. Guthrie,KY,02,house,2020,R,https://www.brettguthrie.com,True,False
S. Brett Hon. Guthrie,KY,02,house,2022,R,https://www.brettguthrie.com,True,True
S. Brett Hon. Guthrie,KY,02,house,2024,R,https://www.brettguthrie.com,True,True
S. Joseph Simitian,CA,16,house,2022,D,https://www.joesimitian.com,True,True
S. Raja Krishnamoorthi,IL,08,house,2018,D,https://www.rajaforcongress.com,True,True
S. Raja Krishnamoorthi,IL,08,house,2020,D,https://www.rajaforcongress.com,True,True
S. Raja Krishnamoorthi,IL,08,house,2022,D,https://www.rajaforcongress.com,True,True
S. Raja Krishnamoorthi,IL,08,house,2024,D,https://www.rajaforcongress.com,True,True
Saafir Rabb,MD,07,house,2020,D,https://saafirforcongress.com,True,True
Sabina Matos,RI,01,house,2024,D,https://sabinamatos.com,True,True
Sabrina Bousbar,FL,13,house,2024,D,https://sabrinaforflorida.com/,True,True
Sabrina Haake,IN,01,house,2020,D,https://sabrinahaakeforcongress.com,True,True
Saira Rao,CO,01,house,2018,D,http://sairaforcongress.com,True,True
Saira Rao,CO,01,house,2020,D,http://sairaforcongress.com,True,True
Sakima Brown,NY,18,house,2018,R,https://sakimaforcongress.com,True,True
Sakima Brown,NY,18,house,2020,R,https://sakimaforcongress.com,True,False
Sakima Mcclinton,NY,18,house,2022,D,https://sakimaforcongress.com,True,False
Sakinah Lee Lehtola,FL,24,house,2020,D,https://www.sakinahforcongress.com,True,True
Sakinah Lee Lehtola,FL,24,house,2022,D,https://www.sakinahforcongress.com,True,False
Sakinah Lee Lehtola,FL,24,house,2024,D,https://www.sakinahforcongress.com,True,False
Sal Mohamed,IA,00,senate,2010,D,https://www.salmohamedforussenate.org,True,True
Salem Snow,PA,02,house,2020,D,https://salemforcongress.com,True,True
Salem Snow,PA,02,house,2022,D,https://salemforcongress.com,True,True
Salem Snow,PA,02,house,2024,D,https://salemforcongress.com,True,True
Salim Mohammed Mr. Al-Shatel,MI,03,house,2024,D,https://www.votesalim.com,True,True
Sally -- Harrell,GA,06,house,2018,D,https://sallyharrell.org,True,True
Sally Doty,MS,03,house,2018,R,https://sallydotyforcongress.com,True,True
Sally Doty,MS,03,house,2020,R,https://sallydotyforcongress.com,True,False
Salud Carbajal,CA,24,house,2018,D,https://www.saludcarbajal.com,True,True
Salud O. Carbajal,CA,24,house,2020,D,https://www.saludcarbajal.com,True,True
Salud O. Carbajal,CA,24,house,2022,D,https://www.saludcarbajal.com,True,True
Salud O. Carbajal,CA,24,house,2024,D,https://www.saludcarbajal.com,True,True
Salvadore Giove,AZ,03,house,2018,R,https://salvadorforuscongress.com,True,False
Sam Abed,CA,50,house,2020,R,https://www.samabedforcongress.com,True,True
Sam Abed,CA,50,house,2022,R,https://www.samabedforcongress.com,True,False
Sam Alan Deen,TX,05,house,2018,R,https://www.samdeen.com,True,True
Sam Alan Deen,TX,05,house,2020,R,https://www.samdeen.com,True,False
Sam Brown,NV,00,senate,2024,R,https://sambrownfornevada.com,True,False
Sam Dr Alexander,MO,07,house,2022,R,https://www.drsamforcongress.com,True,True
Sam Eppler,TX,24,house,2024,D,https://sameppler.com,True,True
Sam Farr,CA,20,house,2018,D,http://www.friendsoffarr.org,True,False
Sam Mr. Johnson,TX,03,house,2018,R,https://none,False,False
Sam Mr. Johnson,TX,03,house,2020,R,https://none,False,False
Sam Nashagh,FL,14,house,2022,R,https://samforflorida.com,True,True
Sam Nashagh,FL,14,house,2024,R,https://samforflorida.com,True,False
Sam Roberts,NY,22,house,2022,D,https://www.samrobertsforcongress.com,True,True
Sam Sloan,NY,13,house,2018,D,https://www.anusha.com/sam4rep.htm,True,False
Sam Sloan,NY,14,house,2020,D,https://www.anusha.com/sam4rep.htm,True,False
Sam T. Liccardo,CA,16,house,2024,D,https://samliccardo.com,True,True
Samantha Meadows,OH,02,house,2022,D,https://www.votemeadows.com,True,True
Samantha Meadows,OH,02,house,2024,D,https://www.votemeadows.com,True,True
Sami Al-Abdrabbuh,OR,04,house,2022,D,https://www.samioregon.com,True,True
Sami Al-Abdrabbuh,OR,04,house,2024,D,https://www.samioregon.com,True,True
Sami Khal,NV,03,house,2018,R,https://khalfornevada.com,True,True
Sammy Gindi,NJ,06,house,2020,R,https://gindiforcongress.com,True,True
Sammy Gindi,NJ,06,house,2022,R,https://gindiforcongress.com,True,False
Samual Little,AK,00,senate,2022,R,https://www.samlittleforalaska.com,True,False
Samual Little,AK,00,senate,2024,R,https://www.samlittleforalaska.com,True,True
Samuel Allen,FL,11,house,2018,D,https://www.samallenforcongress.com,True,True
Samuel B Jr Graves,MO,06,house,2018,R,https://gravesforcongress.com,True,True
Samuel B. Jr. Graves,MO,06,house,2020,R,https://gravesforcongress.com,True,True
Samuel B. Jr. Graves,MO,06,house,2022,R,https://gravesforcongress.com,True,True
Samuel B. Jr. Graves,MO,06,house,2024,R,https://gravesforcongress.com,True,True
Samuel Clovis,IA,00,senate,2014,R,https://www.samclovis.com,True,True
Samuel Dale Brownback,KS,00,senate,2002,R,https://www.brownback.org,True,True
Samuel Dale Brownback,KS,00,senate,2004,R,https://www.brownback.org,True,False
Samuel Dale Brownback,KS,00,senate,2006,R,https://www.brownback.org,True,False
Samuel Dale Brownback,KS,00,senate,2008,R,https://www.brownback.org,True,True
Samuel Dale Brownback,KS,00,senate,2010,R,https://www.brownback.org,True,False
Samuel E Rohrer,PA,00,senate,2012,R,https://www.rohrerforsenate.org,True,True
Samuel E Rohrer,PA,00,senate,2014,R,https://www.rohrerforsenate.org,True,True
Samuel G Wright,WA,10,house,2020,D,https://www.thehumanrightsparty.org,True,True
Samuel Graham Mr Boyd,NC,03,house,2020,R,https://grahamboydforcongress.com,True,True
Samuel Graham Mr Boyd,NC,03,house,2022,R,https://grahamboydforcongress.com,True,False
Samuel Graham Mr Boyd,NC,03,house,2024,R,https://grahamboydforcongress.com,True,False
Samuel H. Johnson,TX,03,house,2018,D,https://www.votesamjohnson.com,True,False
Samuel Iii Untermyer,GA,10,house,2018,D,https://sandyin2010.com,True,False
Samuel Jairo Vega,TX,24,house,2020,D,https://samvega2020.com,True,True
Samuel James Finley,TX,12,house,2018,R,https://www.samfinleyforcongress.com,True,False
Samuel James Hickman,MS,04,house,2020,R,https://hickmanforcongress.us,True,True
Samuel James Hickman,MS,04,house,2022,R,https://hickmanforcongress.us,True,False
Samuel James Hickman,MS,04,house,2024,R,https://hickmanforcongress.us,True,False
Samuel James Mr Peters,NV,04,house,2020,R,https://www.sampeters4congress.com,True,True
Samuel James Mr Peters,NV,04,house,2022,R,https://www.sampeters4congress.com,True,True
Samuel James Mr Peters,NV,04,house,2024,R,https://www.sampeters4congress.com,True,True
Samuel Lee Jr Williams,TX,16,house,2020,R,https://samforep.com,True,False
Samuel Lewis Jr Riddle,MI,13,house,2022,D,https://na,False,False
Samuel Montoya,TX,35,house,2022,R,https://capitolsam.com,True,True
Samuel Palmer,OR,00,senate,2022,R,https://sampalmerforsenate.com/,True,True
Samuel Palmer,OR,00,senate,2024,R,https://sampalmerforsenate.com/,True,False
Samuel Ravelo,NY,16,house,2020,D,https://www.sammyravelo.com,True,True
Samuel Robinson Kephart,SD,00,senate,2008,R,https://www.samkephart.com,True,True
Samuel Robinson Kephart,SD,00,senate,2010,R,https://www.samkephart.com,True,True
Samuel Robinson Kephart,SD,00,senate,2012,R,https://www.samkephart.com,True,False
Samuel Robinson Kephart,SD,00,senate,2014,R,https://www.samkephart.com,True,True
Samuel Stephen Carpenter,OR,00,senate,2016,R,https://carpenteforsenate.com,True,False
Samuel Stephen Carpenter,OR,00,senate,2018,R,https://carpenteforsenate.com,True,False
Samuel Young Jr Alegria,AZ,03,house,2018,D,https://www.alegriaforcongress.com,True,False
Sancha Smith,LA,05,house,2022,R,https://sanchaforcongress.com,True,False
Sandeep Kumar Srivastava,TX,03,house,2022,D,https://sandeepfortexas.com,True,True
Sandeep Kumar Srivastava,TX,03,house,2024,D,https://sandeepfortexas.com,True,False
Sander Hicks,NY,12,house,2018,D,https://hicksforcongress.com,True,True
Sander Hicks,NY,12,house,2020,D,https://hicksforcongress.com,True,False
Sander M Mr Levin,MI,09,house,2018,D,https://www.levinforcongress.com,True,True
Sander M Mr Levin,MI,09,house,2020,D,https://www.levinforcongress.com,True,True
Sander M Mr Levin,MI,09,house,2022,D,https://www.levinforcongress.com,True,True
Sander M Mr Levin,MI,09,house,2024,D,https://www.levinforcongress.com,True,False
Sandra (Sandy) Denise Ms. Esq Kennedy,FL,08,house,2024,D,https://sandykennedyforcongress.com,True,True
Sandra Christophe,LA,05,house,2022,D,https://candychristophe4congress.com,True,False
Sandra E Dr Dowling,AZ,09,house,2022,R,https://www.sandradowling.com,True,True
Sandra E Dr Dowling,AZ,09,house,2024,R,https://www.sandradowling.com,True,True
Sandra Linn Mrs. Whitten,TX,28,house,2020,R,https://www.sandrafortexas.com,True,True
Sandra Linn Mrs. Whitten,TX,28,house,2022,R,https://www.sandrafortexas.com,True,True
Sandra Linn Mrs. Whitten,TX,28,house,2024,R,https://www.sandrafortexas.com,True,True
Sandra M.S. Mrs. Christophe,LA,05,house,2020,D,https://candychristophe4congress.com,True,True
Sandy Adams,FL,06,house,2018,R,https://www.sandyadams.com,True,False
Sandy For Casey,TN,03,house,2022,R,https://www.sandycasey.com,True,True
Sandy Pensler,MI,00,senate,2018,R,https://www.penslerforsenate.com,True,True
Sandy Pensler,MI,00,senate,2024,R,https://www.sandypenslerformichigan.com,True,True
Sandy Roberson,NC,01,house,2022,R,https://www.sandyrobersonnc.com,True,True
Sandy Roberson,NC,02,house,2024,R,https://www.sandyrobersonnc.com,True,True
Sandy Smith,NC,01,house,2020,R,https://www.sandysmithnc.com,True,True
Sandy Smith,NC,01,house,2022,R,https://www.sandysmithnc.com,True,False
Sandy Smith,NC,01,house,2024,R,https://www.sandysmithnc.com,True,True
Sandy Smith,NC,00,senate,2020,R,https://www.sandysmithnc.com,True,True
Sandy Smith,NC,00,senate,2022,R,https://www.sandysmithnc.com,True,True
Sandy Smith,NC,00,senate,2024,R,https://www.sandysmithnc.com,True,True
Sanford Bishop,GA,02,house,2020,D,https://sanfordbishop.com,True,True
Sanford Bishop,GA,02,house,2022,D,https://sanfordbishop.com,True,True
Sanford Bishop,GA,02,house,2024,D,https://sanfordbishop.com,True,True
Sanford D Bishop,GA,02,house,2018,D,https://sanfordbishop.com,True,True
Sanjay Somabhai Patel,FL,08,house,2018,D,https://votesanjaypatel.com,True,True
Sanjay Somabhai Patel,FL,08,house,2020,D,https://votesanjaypatel.com,True,True
Santiago David Goenaga-Torres,CO,05,house,2022,D,https://davidtorres4congress.com,True,True
Santiago David Goenaga-Torres,CO,05,house,2024,D,https://davidtorres4congress.com,True,True
Santos M. Limon,TX,23,house,2024,D,https://limonforcongress.com/,True,True
Sapan M.D. J.D. Shah,IL,10,house,2018,R,https://drshahforcongress.com,True,True
Sara Dady,IL,16,house,2018,D,https://saradadyforcongress.com/,True,True
Sara Dady,IL,16,house,2020,D,https://saradadyforcongress.com/,True,False
Sara Gideon,ME,00,senate,2020,D,https://saragideon.com/,True,True
Sara Gideon,ME,00,senate,2022,D,https://saragideon.com/,True,True
Sara Gideon,ME,00,senate,2024,D,https://saragideon.com/,True,True
Sara Hart Weir,KS,03,house,2020,R,https://www.saraforkansas.com,True,True
Sara Hart Weir,KS,03,house,2022,R,https://www.saraforkansas.com,True,False
Sara Hart Weir,KS,03,house,2024,R,https://www.saraforkansas.com,True,True
Sara Hernandez,CA,34,house,2018,D,https://www.sarahernandez.us,True,False
Sara Hernandez,CA,34,house,2020,D,https://www.sarahernandez.us,True,False
Sara Hernandez,CA,34,house,2022,D,https://www.sarahernandez.us,True,False
Sara Hernandez,CA,34,house,2024,D,https://www.sarahernandez.us,True,False
Sara Idleman,NY,21,house,2018,D,https://www.saraidleman.com,True,True
Sara Idleman,NY,21,house,2020,D,https://www.saraidleman.com,True,False
Sara Jacobs,CA,49,house,2018,D,https://sarajacobsforca.com,True,True
Sara Jacobs,CA,49,house,2020,D,https://sarajacobsforca.com/,True,False
Sara Jacobs,CA,51,house,2022,D,https://sarajacobsforca.com/,True,True
Sara Jacobs,CA,51,house,2024,D,https://sarajacobsforca.com/,True,True
Sara Larue Newnam Canady,TX,15,house,2022,R,https://www.canadyforcongress.com,True,True
Sara Larue Newnam Canady,TX,15,house,2024,R,https://www.canadyforcongress.com,True,False
Sara Walsh,MO,04,house,2022,R,https://www.saraformissouri.com,True,True
Sarah Alexis Dean,MT,00,senate,2018,D,https://deanforsenate.com,True,False
Sarah Alexis Dean,MT,00,senate,2020,D,https://deanforsenate.com,True,False
Sarah Dr. Liew,CA,00,senate,2020,R,https://www.drsarah4senator.com,True,False
Sarah Dr. Liew,CA,00,senate,2022,R,"https://www.drsarahliewforcongress.com, www.sarahsenator.org",True,True
Sarah Dr. Liew,CA,00,senate,2024,R,"https://www.drsarahliewforcongress.com, www.sarahsenator.org",True,False
Sarah Elaine Albertson-Corkery,IA,02,house,2024,D,https://www.corkeryforcongress.com,True,True
Sarah Elizabeth Mcbride,DE,00,house,2024,D,https://www.sarahmcbride.com/,True,False
Sarah Freeman,TN,08,house,2024,D,https://votesarahfreeman.com,True,True
Sarah Gad,IL,01,house,2020,D,https://www.sarahgad2020.com,True,True
Sarah Gad,IL,01,house,2022,D,https://www.sarahgad2020.com,True,False
Sarah Gad,IL,01,house,2024,D,https://www.sarahgad2020.com,True,False
Sarah Gad,MN,05,house,2024,D,https://gad2024.com,True,True
Sarah H Steelman,MO,00,senate,2010,R,https://n/a,False,False
Sarah H Steelman,MO,00,senate,2012,R,https://n/a,False,False
Sarah H Steelman,MO,00,senate,2014,R,https://n/a,False,False
Sarah H Steelman,MO,00,senate,2016,R,https://n/a,False,False
Sarah H Steelman,MO,00,senate,2018,R,https://n/a,False,False
Sarah H Steelman,MO,00,senate,2020,R,https://n/a,False,False
Sarah H Steelman,MO,00,senate,2022,R,https://n/a,False,False
Sarah H Steelman,MO,00,senate,2024,R,https://n/a,False,False
Sarah Hammond,PA,11,house,2020,D,https://www.sarahforus.com,True,True
Sarah Hammond,PA,11,house,2022,D,https://www.sarahforus.com,True,False
Sarah Hughes,NY,04,house,2024,D,https://www.sarahhughes.com,True,False
Sarah Kelly Elfreth,MD,03,house,2024,D,https://www.elfrethformaryland.com,True,False
Sarah Klee Hood,NY,22,house,2022,D,https://sarahkleehoodny.com,True,True
Sarah Klee Hood,NY,22,house,2024,D,https://sarahkleehoodny.com,True,True
Sarah Marie Bennington,CA,01,house,2024,R,https://hybridtheory.bandcamp.com,True,False
Sarah Miller,TX,29,house,2022,R,https://sarahfortexas.org,True,True
Sarah Miller,TX,29,house,2024,R,https://sarahfortexas.org,True,False
Sarah Palin,AK,00,house,2022,R,https://www.sarahforalaska.com,True,True
Sarah Palin,AK,00,house,2024,R,https://www.sarahforalaska.com,True,False
Sarah Riggs Amico,GA,00,senate,2020,D,https://sarahforgeorgia.com,True,True
Sarah Riggs Amico,GA,00,senate,2022,D,https://sarahforgeorgia.com,True,True
Sarah Schoengood,NJ,03,house,2024,D,https://www.sarahfornj.com,True,True
Sarah Smith,WA,09,house,2018,D,https://www.votesarahsmith.com/,True,True
Sarah Smith,WA,09,house,2020,D,https://www.votesarahsmith.com/,True,True
Sarah Smith,WA,09,house,2022,D,https://www.votesarahsmith.com/,True,True
Sarah Smith,WA,09,house,2024,D,https://www.votesarahsmith.com/,True,True
Sarah Sun Dr. Liew,CA,33,house,2022,R,"https://www.drsarahliewforcongress.com, www.sarahsenator.org",True,True
Sarah Sun Dr. Liew,CA,33,house,2024,R,"https://www.drsarahliewforcongress.com, www.sarahsenator.org",True,False
Sarah Sun Liew,CA,33,house,2020,R,"https://www.drsarahliewforcongress.com, www.sarahsenator.org",True,False
Sarena Sloot,WA,04,house,2020,R,https://www.sarenasloot2020.com,True,True
Sargis Sangari,IL,09,house,2018,R,https://www.votesangari.com,True,True
Sargis Sangari,IL,09,house,2020,R,https://www.votesangari.com,True,True
Sargis Sangari,IL,09,house,2022,R,https://www.votesangari.com,True,True
Sargis Sangari,IL,09,house,2024,R,https://www.votesangari.com,True,True
Saul Alejandro Rodriguez,CA,51,house,2020,R,https://vote4alejandro.com,True,False
Savanna Redden,OH,01,house,2022,D,https://reddenoh1.com,True,False
Savanna Redden,OH,01,house,2024,D,https://reddenoh1.com,True,False
Saxby Chambliss,GA,00,senate,2002,R,https://www.saxby.org,True,True
Saxby Chambliss,GA,00,senate,2004,R,https://www.saxby.org,True,True
Saxby Chambliss,GA,00,senate,2006,R,https://www.saxby.org,True,True
Saxby Chambliss,GA,00,senate,2008,R,https://www.saxby.org,True,True
Saxby Chambliss,GA,00,senate,2010,R,https://www.saxby.org,True,False
Scherie Murray,NY,14,house,2020,R,https://scheriemurray.com,True,True
Scherie Murray,NY,14,house,2022,R,https://scheriemurray.com,True,True
Scherie Murray,NY,14,house,2024,R,https://scheriemurray.com,True,True
Scot B. Gallaher,TX,10,house,2018,D,http://www.scotgallaher.com/,True,False
Scot B. Gallaher,TX,10,house,2020,D,http://www.scotgallaher.com/,True,False
Scot B. Gallaher,TX,10,house,2022,D,http://www.scotgallaher.com/,True,False
Scot B. Gallaher,TX,10,house,2024,D,http://www.scotgallaher.com/,True,False
Scot John Tomaszewski,NJ,01,house,2018,D,https://www.sjtomaszewski.com,True,False
Scot John Tomaszewski,NJ,01,house,2020,D,https://www.sjtomaszewski.com,True,False
Scot John Tomaszewski,NJ,01,house,2022,D,https://www.sjtomaszewski.com,True,False
Scot John Tomaszewski,NJ,01,house,2024,D,https://www.sjtomaszewski.com,True,True
Scott A Menor,AZ,05,house,2018,D,http://smenor.com,True,True
Scott A Noren,NY,23,house,2020,D,https://www.scottnorenforcongress.com,True,True
Scott A Noren,NY,23,house,2022,D,https://www.scottnorenforcongress.com,True,False
Scott Alan Gunderson,MA,03,house,2018,R,https://change4mass.com,True,True
Scott Alan Syme,ID,00,senate,2008,R,https://symeforsenate.com,True,True
Scott Allen Hatfield Jr,UT,02,house,2024,R,https://scottforutah.com,True,True
Scott Allen Mr Fuller,WV,01,house,2022,R,https://electscottfuller.com,True,False
Scott Allen Mr Fuller,WV,01,house,2024,R,https://electscottfuller.com,True,False
Scott Andrew Noren,NY,00,senate,2010,D,https://www.hillarysenateseat.blogspot.com,True,False
Scott Andrew Noren,NY,00,senate,2018,D,https://www.norenforsenate.com,True,True
Scott Andrew Noren,NY,00,senate,2020,D,https://www.norenforsenate.com,True,False
Scott Baker,AZ,03,house,2018,R,http://www.scottbaker2010.com,True,False
Scott Batcher,IA,02,house,2018,R,https://batchsql.db.5541230.hostedresource.com,True,False
Scott Baugh,CA,48,house,2018,R,https://www.baugh4congress.com,True,True
Scott Baugh,CA,48,house,2020,R,https://www.baugh4congress.com,True,False
Scott Bergren,AZ,06,house,2018,R,https://bergren4congress.com,True,False
Scott Bland,TX,17,house,2020,R,https://scottfortexas.com,True,True
Scott Brown,NH,00,senate,2014,R,http://scottbrown.com,True,False
Scott Brown,NH,00,senate,2016,R,http://scottbrown.com,True,False
Scott Brown,NH,00,senate,2018,R,http://scottbrown.com,True,False
Scott Brown,NH,00,senate,2020,R,http://scottbrown.com,True,False
Scott Brown,NH,00,senate,2022,R,http://scottbrown.com,True,False
Scott Brown,NH,00,senate,2024,R,http://scottbrown.com,True,False
Scott Caine,FL,08,house,2020,R,https://caineforcongress.com,True,True
Scott Caine,FL,08,house,2022,R,https://caineforcongress.com,True,True
Scott Carlton Sykes,KY,05,house,2018,D,https://scottcsykes.com,True,False
Scott Carlton Sykes,KY,05,house,2020,D,https://scottcsykes.com,True,False
Scott Cooper,NC,02,house,2020,D,https://cooperfornc.com,True,False
Scott Cooper,NC,02,house,2022,D,https://cooperfornc.com,True,False
Scott Cooper,NC,02,house,2024,D,https://cooperfornc.com,True,False
Scott D Mr Morrow,WY,00,senate,2024,D,https://morrowtomorrowforussenate,False,False
Scott Dacey,NC,03,house,2018,R,https://electdacey.com,True,True
Scott Dacey,NC,03,house,2020,R,https://electdacey.com,True,False
Scott Dibble,MN,05,house,2018,D,https://scottdibble.com,True,True
Scott Donaldson,NC,11,house,2018,D,https://scottdonaldsonforcongress,False,False
Scott Edward Persinger,TX,20,house,2018,R,https://www.electpersinger2congress.com,True,False
Scott Fitzgerald,WI,05,house,2022,R,https://www.scottfitzgeraldforcongress.com,True,True
Scott Fitzgerald,WI,05,house,2024,R,https://www.scottfitzgeraldforcongress.com,True,True
Scott Floyd Brion,PA,10,house,2018,D,https://brionforcongress.com,True,False
Scott Fuhrman,FL,27,house,2018,D,http://scottfuhrman.com/,True,True
Scott Giblin,CA,05,house,2020,R,https://iguana-tarpon-z8g5.squarespace.com/,True,False
Scott Giblin,CA,05,house,2022,R,https://iguana-tarpon-z8g5.squarespace.com/,True,False
Scott Giblin,CA,05,house,2024,R,https://iguana-tarpon-z8g5.squarespace.com/,True,False
Scott Gryder,IL,14,house,2022,R,https://votegryder.com,True,False
Scott Gryder,IL,14,house,2024,R,https://votegryder.com,True,False
Scott Hammond,NV,03,house,2018,R,https://hammondforcongress.us,True,True
Scott Hon. Desjarlais,TN,04,house,2018,R,https://www.scottdesjarlais.com,True,True
Scott Hon. Desjarlais,TN,04,house,2020,R,https://www.scottdesjarlais.com,True,True
Scott Hon. Desjarlais,TN,04,house,2022,R,https://www.scottdesjarlais.com,True,True
Scott Hon. Desjarlais,TN,04,house,2024,R,https://www.scottdesjarlais.com,True,True
Scott Huffman,NC,08,house,2018,D,https://www.scotthuffman2018.com,True,False
Scott Huffman,NC,13,house,2020,D,https://www.scotthuffman.com,True,True
Scott Huffman,NC,08,house,2022,D,https://www.scotthuffman.com,True,True
Scott Huffman,NC,08,house,2024,D,https://www.scotthuffman.com,True,True
Scott James,CO,08,house,2024,R,https://scottjamesforco.com,True,True
Scott L Fitzgerald,WI,05,house,2020,R,https://www.scottfitzgeraldforcongress.com,True,True
Scott L Mr Costello,IN,01,house,2020,D,https://www.scottcostello.org,True,True
Scott L Mr Costello,IN,01,house,2022,D,https://www.scottcostello.org,True,False
Scott Louis Nazarino,WA,00,senate,2024,R,https://scottforsenate.net,True,True
Scott M Murphy,NY,20,house,2018,D,http://www.scottmurphyforcongress.com,True,True
Scott M Murphy,NY,20,house,2020,D,http://www.scottmurphyforcongress.com,True,True
Scott M Murphy,NY,20,house,2022,D,http://www.scottmurphyforcongress.com,True,False
Scott M Murphy,NY,20,house,2024,D,http://www.scottmurphyforcongress.com,True,True
Scott Mcadams,AK,00,senate,2010,D,http://www.scottmcadams.org,True,True
Scott Mcadams,AK,00,senate,2012,D,http://www.scottmcadams.org,True,False
Scott Mcvarish,CA,25,house,2018,D,https://www.scottmcvarishforcongress.com,True,True
Scott Michael Killips,MI,02,house,2018,D,https://www.killipsforcongress.com,True,False
Scott Michael Kleeb,NE,00,senate,2008,D,https://www.scottkleeb.com,True,True
Scott Michael Kleeb,NE,00,senate,2010,D,https://www.scottkleeb.com,True,False
Scott Michael Kleeb,NE,00,senate,2012,D,https://www.scottkleeb.com,True,True
Scott Michael Kleeb,NE,00,senate,2014,D,https://www.scottkleeb.com,True,False
Scott Michael Kleeb,NE,00,senate,2016,D,https://www.scottkleeb.com,True,False
Scott Michael Kleeb,NE,00,senate,2018,D,https://www.scottkleeb.com,True,False
Scott Milne,VT,00,senate,2016,R,https://scottmilne.org,True,True
Scott Mr. Armey,TX,26,house,2024,R,https://www.scottarmeyforcongress.com,True,True
Scott Mr. Franklin,FL,15,house,2020,R,https://www.votescottfranklin.com,True,True
Scott Mr. Franklin,FL,18,house,2022,R,https://www.votescottfranklin.com,True,True
Scott Mr. Franklin,FL,18,house,2024,R,https://www.votescottfranklin.com,True,True
Scott Mr. Sifton,MO,00,senate,2022,D,https://scottsifton.com,True,True
Scott N Howell,UT,00,senate,2012,D,https://votescotthowell.com,True,True
Scott N Howell,UT,00,senate,2014,D,https://votescotthowell.com,True,True
Scott Nazarino,WA,00,senate,2016,R,https://scottforsenate.net,True,False
Scott Nazarino,WA,00,senate,2018,R,https://scottforsenate.net,True,False
Scott Nazarino,WA,00,senate,2024,R,https://scottforsenate.net,True,False
Scott Olmer,WI,06,house,2018,R,https://electscottolmer.com,True,False
Scott P Brown,MA,00,senate,2010,R,https://www.scottbrown.com,True,True
Scott P Brown,MA,00,senate,2012,R,https://www.scottbrown.com,True,True
Scott P Brown,MA,00,senate,2014,R,https://www.scottbrown.com,True,True
Scott P Brown,MA,00,senate,2016,R,https://www.scottbrown.com,True,False
Scott Perry,PA,10,house,2018,R,https://patriotsforperry.com,True,True
Scott Perry,PA,10,house,2020,R,https://patriotsforperry.com,True,True
Scott Perry,PA,10,house,2022,R,https://patriotsforperry.com,True,True
Scott Perry,PA,10,house,2024,R,https://patriotsforperry.com,True,True
Scott Peters,CA,52,house,2018,D,http://www.scottpeters.com,True,True
Scott Peters,CA,52,house,2020,D,http://www.scottpeters.com,True,True
Scott Peters,CA,50,house,2022,D,http://www.scottpeters.com,True,True
Scott Peters,CA,50,house,2024,D,http://www.scottpeters.com,True,False
Scott Pruitt,OK,00,senate,2022,R,https://scottpruittforsenate.com,True,True
Scott R. Tipton,CO,03,house,2018,R,https://votetipton.com,True,True
Scott R. Tipton,CO,03,house,2020,R,https://votetipton.com,True,True
Scott R. Tipton,CO,03,house,2022,R,https://votetipton.com,True,False
Scott R. Tipton,CO,03,house,2024,R,https://votetipton.com,True,False
Scott Rep. Garrett,NJ,05,house,2018,R,https://www.garrettforcongress.com,True,True
Scott Richard Kaspar,IL,06,house,2022,R,https://www.kasparforcongress.com/,True,True
Scott Richard Kaspar,IL,06,house,2024,R,https://www.kasparforcongress.com/,True,True
Scott Richard Timko,PA,17,house,2020,R,https://teamtimko.com,True,False
Scott Richard Timko,PA,17,house,2022,R,https://teamtimko.com,True,False
Scott Salmon,NJ,07,house,2018,D,https://www.salmon.vote,True,True
Scott Salmon,NJ,07,house,2020,D,https://www.salmon.vote,True,False
Scott Salmon,NJ,07,house,2022,D,https://www.salmon.vote,True,False
Scott Salmon,NJ,07,house,2024,D,https://www.salmon.vote,True,False
Scott Stephenson,WA,08,house,2022,R,https://scottstephenson4congress.com,True,False
Scott Sturgill,FL,07,house,2022,R,https://scottsturgillforcongress.com,True,True
